Array Design Name	Affymetrix GeneChip Human Genome HG-U133A [HG-U133A]
Comment[AdditionalFile:CDF]	HG-U133A.CDF
Comment[AdditionalFile:CDF]	HG-U133A.cdf
Version	1.0
Provider	Affymetrix, Inc. (support@affymetrix.com)
Comment[ArrayExpressAccession]	A-AFFY-33
Comment[SubmittedName]	Affymetrix GeneChip Human Genome HG-U133A [HG-U133A]
Technology Type	in_situ_oligo_features
Technology Type Term Accession Number	http://mged.sourceforge.net/ontologies/MGEDOntology.daml#in_situ_oligo_features
Technology Type Term Source REF	mo:1.1.3
Surface Type	glass
Term Source Name	mo:1.1.3	affymetrix_netaffx	blocks	cp450	ec	embl	ensembl	genbank	gpcrdb	interpro	kegg	locus	omim	pfam	pkr_hanks	refseq	scop	swall	unigene
Term Source File	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://www.affymetrix.com/analysis/	http://www.blocks.fhcrc.org/	http://drnelson.utmem.edu/CytochromeP450.html	http://www.chem.qmw.ac.uk/iubmb/enzyme/	http://www.ebi.ac.uk/embl/	http://www.ensembl.org	http://www.ncbi.nlm.nih.gov/Genbank/index.html	http://www.gpcr.org/	http://www.ebi.ac.uk/interpro	http://www.genome.ad.jp/kegg/	http://www.ncbi.nlm.nih.gov/LocusLink/	http://www3.ncbi.nlm.nih.gov/omim	http://www.sanger.ac.uk/Software/Pfam/	http://pkr.sdsc.edu/html/pk_classification/pk_catalytic/pk_hanks_class.html	http://www.ncbi.nlm.nih.gov/LocusLink/refseq.html	http://scop.berkeley.edu	http://www.ebi.ac.uk/swissprot/access.html	http://www.ncbi.nlm.nih.gov/UniGene/
Term Source Version	1.1.3																	
Comment[AdditionalFile:txt]	A-AFFY-33_comments.txt

[main]
Composite Element Name	Composite Element Database Entry[embl]	Composite Element Database Entry[affymetrix_netaffx]	Composite Element Database Entry[blocks]	Composite Element Database Entry[interpro]	Composite Element Database Entry[locus]	Composite Element Database Entry[ensembl]	Composite Element Database Entry[swall]	Composite Element Database Entry[unigene]	Composite Element Database Entry[genbank]	Composite Element Database Entry[omim]	Composite Element Database Entry[pfam]	Composite Element Database Entry[refseq]	Composite Element Database Entry[scop]	Composite Element Database Entry[ec]	Composite Element Database Entry[kegg]	Composite Element Database Entry[pkr_hanks]	Composite Element Database Entry[cp450]	Composite Element Database Entry[gpcrdb]
211681_s_at	AF116705.1	U48247_at	IPB001478	IPR001781	10611	ENSG00000163110	Q9P1D1	Hs.154103	14250573		LIM	NM_006457						
211682_x_at	AF177272.1	211682_x_at	IPB002213	IPR002213	54490	ENSG00000135226	Q9HCT7	Hs.137585	16596680		UDPGT	NM_053039	d1iira_	2.4.1.17				
211684_s_at	AF250307.1	rc_AI102403_at		IPR001680	1781		Q13409	Hs.66881	16758748		WD40	NM_001378						
211685_s_at	AF251061.1	Msa.17444.0_s_at	IPB002048	IPR002048	83988	ENSG00000104490	VIS3_HUMAN	Hs.90063	14042974		efhand	NM_032041	d1bjfa_					
211686_s_at	AF251062.1	211686_s_at	IPB000135	IPR000504	84549	ENSG00000133879	Q96SY6	Hs.77135	14042167			NM_032509						
211687_x_at	AF262973.1	rc_AA899594_at	IPB003006	IPR003599	3811	ENSG00000160433	Q9Y5Q4	Hs.274601	7019441		ig	NM_013289	d2dlia1					
211688_x_at	AF263617.1	211688_x_at		IPR003600	3812	ENSG00000131071	Q9Y5Q2	Hs.56328			ig	NM_006737	d1nkr_1					
211689_s_at	AF270487.1	1419154_at	PR00258	IPR002172	7113	ENSG00000157604	Q9QY82	Hs.318545	14091028		trypsin	NM_005656	d1hj8a_	3.4.21.1				
211690_at	AF274945.1	211690_at					Q9BZU1											
211691_x_at	AF293339.1	211691_x_at		IPR002993			Q9HB02	Hs.383601										
211692_s_at	AF332558.1	211692_s_at			27113	ENSG00000105327	O00171	Hs.87246	15193488			NM_014417						
211693_at	AF343666.1	211693_at					Q9BXC7	Hs.238852										
211694_at	AF348076.1	u01840_s_at	IPB000494	IPR002290	83942	ENSG00000164216	Q9BXA7	Hs.333138	14042947		pkinase	NM_032028	d1a06__	2.7.1.38		AKIN10		
211695_x_at	AF348143.1	m65132_s_at	IPB000082	IPR000194	4582		Q9BXA4	Hs.89603	105949		SEA	NM_002456						
211696_x_at	AF349114.1	rc_AI179576_s_at	IPB000971	IPR002337	3043	ENSG00000161280	Q9UK54	Hs.155376	232230		globin	NM_000518	d1irdb_					
211697_x_at	AF349314.1	rc_AA963322_f_at		IPR004087	56902	ENSG00000115946	Q9VR89	Hs.193384	10047140			NM_020143						
211698_at	AF349444.1	99191_at			23741		Q9Y6B2	Hs.75847	21758386			NM_014335						
211699_x_at	AF349571.1	rc_AI236360_f_at	IPB000971	IPR002339	3039	ENSG00000130654	HBA_MOUSE	Hs.272572	4504345		globin	NM_000558	d1irda_					
211700_s_at	AF349719.1	92270_at	IPB000705	IPR002190	7216	ENSG00000067445	Q9BX90	Hs.259802	17380567		MAGE	NM_016157						
211701_s_at	AF349720.1	aa409408_rc_at	IPB000705	IPR002190	7216	ENSG00000067445	Q9H217	Hs.259802	17380567		MAGE	NM_016157						
211702_s_at	AF350251.1	211702_s_at	IPB001394	IPR001394	84669		AAN38838	Hs.155787	13560797		UCH-2	NM_032582		2.4.2.29				
211703_s_at	AF353990.1	D87248_at			83941	ENSG00000162604	Q9BX74	Hs.333541	14042945			NM_032027						
211704_s_at	AF356353.1	211704_s_at	IPB003671	IPR003671	54466	ENSG00000169145	SPIN_HUMAN	Hs.82577	3319677		Spin-Ssty	NM_019003						
211705_s_at	AF356525.1	161946_r_at	IPB003134	IPR003127	10580	ENSG00000095637	Q9UFT2	Hs.108924	7242947		SH3	NM_015385	d1gcqa_					
211706_s_at	AY028424.1	rc_AI029447_at		IPR002290	23097		Q9UPX2	Hs.129836										
211707_s_at	BC005806.1	rc_AI103479_at		IPR000048	9657	ENSG00000173226	Y036_HUMAN	Hs.169387	23622764		IQ	NM_014642						
211708_s_at	BC005807.1	rc_AI228830_s_at	IPB001522	IPR005804	6319	ENSG00000099194	ACOD_RAT	Hs.119597	19923296		FA_desaturase	NM_005063		1.14.99.5				
211709_s_at	BC005810.1	1418796_at	PR00910	IPR001304	6320	ENSG00000105472	Q9Y240	Hs.425339	4506803		lectin_c	NM_002975	d2msba_					
211710_x_at	BC005817.1	rc_AA850940_at	IPB002136	IPR002136	6124	ENSG00000174444	RL4_RAT	Hs.286	16579885		Ribosomal_L4	NM_000968	d1jj2c_					
211711_s_at	BC005821.1	rc_AA963447_at	IPB000387	IPR000387	5728	ENSG00000171862	PTEN_HUMAN	Hs.10712	4506249			NM_000314	d1d5ra1	3.1.3.48				
211712_s_at	BC005830.1	rc_AI231776_at	IPB001464	IPR002389	8416	ENSG00000143412	Q9CQS1	Hs.279928	10436074		annexin	NM_003568	d1ala__					
211713_x_at	BC005832.1	211713_x_at			9768	ENSG00000166803	Q9H389	Hs.81892	12846987			NM_014736						
211714_x_at	BC005838.1	211714_x_at		IPR003008			TBB_YEAST	Hs.179661										
211715_s_at	BC005844.1	rc_AI071138_at	IPB002198	IPR002347	622	ENSG00000161267	Q9BRZ4	Hs.76893	15080429		adh_short	NM_004051	d1ja9a_	1.3.1.9	MAP00650			
211716_x_at	BC005851.1	211716_x_at	PR00492	IPR000406	396	ENSG00000141522	GDIR_MOUSE	Hs.159161	36038		Rho_GDI	NM_004309	d1doab_					
211717_at	BC005853.1	w13245_s_at	IPB001359	IPR002110	91369	ENSG00000154945	Q9CU71	Hs.343236	16418357		ank	NM_052855						
211718_at	BC005856.1	211718_at			84789		Q9BRY5	Hs.406719										
211719_x_at	BC005858.1	rc_AI102830_at	PR00849	IPR003962	2335	ENSG00000115414	O95608	Hs.287820	16933544		fn2	NM_054034	d1fbr_1					
211720_x_at	BC005863.1	211720_x_at	PR00456	IPR001813	6175	ENSG00000089157	RLA0_MOUSE	Hs.406511	12654583		60s_ribosomal	NM_001002						
211721_s_at	BC005868.1	211721_s_at	IPB001275	IPR001909	90233	ENSG00000152443	Q9BV71	Hs.184846	20304115		KRAB	NM_138347						
211722_s_at	BC005872.1	rc_AI072251_at	IPB001607	IPR000286	10013	ENSG00000094631	Q9UBN7	Hs.6764			Hist_deacetyl	NM_006044	d1c3pa_					
211724_x_at	BC005883.1	211724_x_at		IPR001680	54468	ENSG00000164654	Q9NXC5	Hs.83937	21703750			NM_019005						
211725_s_at	BC005884.1	211725_s_at		IPR000712			Q99M39	Hs.381653										
211726_s_at	BC005894.1	211726_s_at	IPB000171	IPR002254	2327		O60774	Hs.132821	4503757		FMO-like	NM_001460	d1b5qa1	1.14.13.8				
211727_s_at	BC005895.1	211727_s_at			1353	ENSG00000166260	COXZ_HUMAN	Hs.241515	21264410			NM_004375						
211728_s_at	BC005896.1	211728_s_at	PR00846	IPR001968	8372	ENSG00000114366	Q9BRW9	Hs.129910	13543477		Glyco_hydro_56	NM_003549	d1fcqa_	3.2.1.35				
211729_x_at	BC005902.1	211729_x_at	IPB000683	IPR000683	644	ENSG00000106605	Q9BRW8	Hs.81029	4502417		GFO_IDH_MocA	NM_000712	d1gcua1	1.3.1.24	MAP00860			
211730_s_at	BC005903.1	211730_s_at		IPR000268	57092	ENSG00000081154	RPBX_HUMAN	Hs.71618	18314420			NM_020357						
211731_x_at	BC005904.1	211731_x_at	IPB001909	IPR001909	10214	ENSG00000165584	Q9UJU9	Hs.178749	10337601		KRAB	NM_021014						
211732_x_at	BC005907.1	211732_x_at					Q9BRW6	Hs.14438										
211733_x_at	BC005911.1	1419975_at	IPB003033	IPR003033	6342	ENSG00000116171	AAH05911	Hs.75760	1773239		SCP2	NM_002979	d1c44a_	4.1.3.5				
211734_s_at	BC005912.1	M21622_g_at	PR01536	IPR003600	2205	ENSG00000162710	FCEA_HUMAN	Hs.897	15929530		ig	NM_002001	d2fcba1					
211735_x_at	BC005913.1	1418639_at	IPB001729	IPR001729	6440	ENSG00000168484	PSPC_MOUSE	Hs.1074	387029		BRICHOS	NM_003018						
211736_at	BC005914.1	rc_AI235328_at	PR01217	IPR000822	6668	ENSG00000167182	Q02086	Hs.77031	20127158		zf-C2H2	NM_138406						
211737_x_at	BC005916.1	1416211_a_at	IPB000762	IPR000762	5764	ENSG00000105894	Q9CSX6	Hs.44	4506281		PTN_MK	NM_002825	d1mkca_					
211738_x_at	BC005918.1	rc_AA955862_at	IPB000126	IPR001314	23436	ENSG00000142789	Q9BRW4	Hs.425790	14195655		trypsin	NM_007352	d1elt__	3.4.21.70				
211739_x_at	BC005921.1	211739_x_at	IPB001400	IPR001400	1442	ENSG00000136487	SOMA_RAT	Hs.347963	12408696		hormone	NM_001317	d1f6fa_					
211740_at	BC005922.1	u26460_s_at			3382	ENSG00000003147	Q9DAC1	Hs.167927	4826768			NM_022307						
211741_x_at	BC005924.1	211741_x_at	IPB003006	IPR003600	5671	ENSG00000124467	Q9UML9	Hs.390278	11036638		ig	NM_021016						
211742_s_at	BC005926.1	211742_s_at			2124	ENSG00000172275	Q9BRW1	Hs.5509	20070235			NM_006495						
211743_s_at	BC005929.1	D50568_at	PR01504	IPR001304	5553	ENSG00000134802	P13727	Hs.99962	119239		lectin_c	NM_002728	d1h8ua_					
211744_s_at	BC005930.1	211744_s_at		IPR003599	965	ENSG00000116815	Q9BRW0	Hs.75626	13543545			NM_001779	d1ccza1					
211745_x_at	BC005931.1	rc_AI179971_i_at	IPB000971	IPR002339	3040	ENSG00000130654	Q9QWJ3	Hs.347939	4504345		globin	NM_000517	d1irda_					
211746_x_at	BC005932.1	rc_AI172105_s_at	IPB000426	IPR001353	5682		Q9JHS5	Hs.82159	190447		proteasome	NM_148976	d1pmaa_	3.4.25.1				
211747_s_at	BC005938.1	94389_at	IPB001163	IPR001163	23658	ENSG00000106355	Q9Y4Y9	Hs.227280	21298834		Sm	NM_012322	d1i4ka_					
211748_x_at	BC005939.1	1423859_a_at	IPB000566	IPR002972	5730	ENSG00000107317	Q9DCW9	Hs.8272	18028972		lipocalin	NM_000954	d1qqsa_	5.3.99.2	MAP00590			
211749_s_at	BC005941.1	211749_s_at	IPB001388	IPR001388	9341		Q15836	Hs.66708	13543574		synaptobrevin	NM_004781						
211750_x_at	BC005946.1	Msa.33563.0_f_at		IPR003008	84790	ENSG00000167553	TBA8_HUMAN	Hs.406578				NM_032704						
211751_at	BC005949.1	211751_at	IPB003743		64182		Q9HCP5	Hs.333512	20521057			NM_022359						
211752_s_at	BC005954.1	211752_s_at	IPB002096	IPR006138	4727		Q9H3K5	Hs.211914	14149625		oxidored_q6	NM_024407	d1e3da_					
211753_s_at	BC005956.1	Z27088_s_at	IPB000739	IPR004825	6013	ENSG00000107018	REL1_PANTR	Hs.105314	1710080		Insulin	NM_006911						
211754_s_at	BC005957.1	aa198971_s_at	IPB001993	IPR002067	10478	ENSG00000100372	Q9UGY7	Hs.62245	20902883		mito_carr	NM_006358						
211755_s_at	BC005960.1	115561_at			515	ENSG00000116459	Q9BRU8	Hs.81634	21361565			NM_001688		3.6.1.34				
211756_at	BC005961.1	M60057_s_at	IPB001415	IPR003626	5744	ENSG00000087494	PTHR_RAT	Hs.89626	131542		Parathyroid	NM_002820						
211758_x_at	BC005968.1	rc_AI010339_r_at	IPB000074	IPR000063	10190	ENSG00000115514	Q8TB70	Hs.153884	18104959			NM_005783	d1ep7a_					
211759_x_at	BC005969.1	Msa.4104.0_s_at	IPB000938	IPR000938	1155	ENSG00000105254	Q9CWR6	Hs.31053	17456232		CAP_GLY	NM_001281						
211760_s_at	BC005974.1	C77099_rc_at	IPB001388	IPR001388	8674		VAM4_HUMAN	Hs.6651	20141854		synaptobrevin	NM_003762						
211761_s_at	BC005975.1	rc_AA799724_g_at			27101	ENSG00000116161	O60666	Hs.27258	20829126			NM_014412						
211762_s_at	BC005978.1	d55720_s_at	IPB000225	IPR002652	3838		Q9BRU5	Hs.159557	13543657		Armadillo_seg	NM_002266	d1jdha_					
211763_s_at	BC005979.1	x96859_s_at	IPB000608	IPR000608	7320	ENSG00000119048	UBC3_ARATH	Hs.811	12847438		UQ_con	NM_003337	d2aak__	6.3.2.19				
211764_s_at	BC005980.1	211764_s_at	IPB000608	IPR000608	7321	ENSG00000072401	UBCC_ARATH	Hs.129683	4507773		UQ_con	NM_003338	d1qcqa_	6.3.2.19				
211765_x_at	BC005982.1	rc_AI228674_s_at	IPB002130	IPR002130	5478	ENSG00000154650	Q9BTY9	Hs.401787	10863927		pro_isomerase	NM_021130	d2cpl__	5.2.1.8				
211766_s_at	BC005989.1	M30687_s_at	IPB000734	IPR002331	5408	ENSG00000165862	LIP2_MOUSE	Hs.143113	1708841		PLAT	NM_005396	d1bu8a1	3.1.1.3	MAP00561			
211767_at	BC005995.1	211767_at			84296		Q96HL9	Hs.333166	13195660			NM_032336						
211768_at	BC006080.1	1426169_a_at		IPR000082	7462	ENSG00000086730	Q9H3B5	Hs.56607	14702186			NM_032463						
211769_x_at	BC006088.1	1417815_a_at	IPB002741	IPR005016	10955	ENSG00000132824	TDEL_MOUSE	Hs.272168	1293563		TMS_TDE	NM_006811						
211771_s_at	BC006101.1	92305_s_at	IPB003350	IPR001356	5452	ENSG00000028277	Q9UMJ4	Hs.1101	4505959		homeobox	NM_002698	d1e3oc2					
211772_x_at	BC006114.1	211772_x_at	IPB001175	IPR006029	1136	ENSG00000080644	Q9BRR4	Hs.89605	1458112		Neur_chan_LBD	NM_000743	d1i9ba_					
211773_s_at	BC006118.1	aa466837_s_at		IPR003309	80317		Z307_HUMAN	Hs.66774	20555778		KRAB	NM_024493						
211774_s_at	BC006122.1	M80633_at		IPR002965	25974	ENSG00000132763	Q9Y4U1	Hs.13024										
211775_x_at	BC006134.1	211775_x_at			84796	ENSG00000167282	Q9BRP9	Hs.303653	14249310			NM_032710						
211776_s_at	BC006141.1	rc_AI171243_at		IPR000798	23136		Q9BRP5	Hs.103839										
211778_s_at	BC006148.1	165555_i_at	IPB002219	IPR000822	58495	ENSG00000125850	Q9NQ21	Hs.71935	10864031		zf-C2H2	NM_021220						
211779_x_at	BC006155.1	211779_x_at		IPR002553	161		Q9VPP4	Hs.19121	12643300		Alpha_adaptinC2	NM_012305	d1qtsa1					
211780_x_at	BC006163.1	Msa.5854.0_s_at	IPB003743	IPR000938	1639	ENSG00000163168	Q9BRM9	Hs.74617	13259508		CAP_GLY	NM_004082					Q27480	
211781_x_at	BC006164.1	211781_x_at					Q9BRM8											
211782_at	BC006170.1	99884_at	IPB002591	IPR000917	3423	ENSG00000010404	Q9BRM3	Hs.172458	553516		Sulfatase	NM_000202	d1fsu__	3.1.6.13	MAP00531			
211783_s_at	BC006177.1	aa562673_g_at	IPB000679	IPR001025	9112		Q9Z0N8	Hs.101448	22478874		BAH	NM_004689						
211784_s_at	BC006181.1	211784_s_at		IPR000504			Q9BRL6	Hs.381652										
211786_at	BC006196.1	rc_AI178948_at	IPB003884	IPR006058	3604	ENSG00000049249	Q07011	Hs.73895	542930		TNFR_c6	NM_001561						
211787_s_at	BC006210.1	aa152590_f_at	IPB000330	IPR001650	1973	ENSG00000161960	Q9C8J1	Hs.129673	4503529		DEAD	NM_001416	d1fuka_					
211788_s_at	AF319573.1	211788_s_at	IPB000520	IPR006055	11219	ENSG00000165994	Q9UN77	Hs.251398	14198168		Exonuclease	NM_080701						
211789_s_at	AF312918.1	211789_s_at	IPB003015	IPR002965	22877		Q8WYA5	Hs.52081	11321341		HLH	NM_014938						
211790_s_at	AF010404.1	211790_s_at	IPB002530	IPR006118	8085	ENSG00000167548	Q9H9P4	Hs.153638	4505197		PHD	NM_003482						
211791_s_at	AF044253.1	162182_f_at	IPB001395	IPR005983	8514	ENSG00000069424	Q9DBZ4	Hs.298184	2827466		aldo_ket_red	NM_003636	d1hw6a_	1.3.1.20				
211792_s_at	U17074.1	rc_AI169557_at	IPB000906	IPR002110	1031	ENSG00000123080	Q9P1T2	Hs.4854	18921421		ank	NM_001262	d1ihba_					
211793_s_at	AF260261.1	rc_AI145181_at	IPB002999	IPR002965	10152	ENSG00000138443	Q923I9	Hs.343575	1491700		SH3	NM_005759	d4gbqa_					
211794_at	AF198052.1	AF001863_g_at	IPB003134	IPR002965	2533	ENSG00000082074	Q9NZI9	Hs.58435	4503821		SH3	NM_001465						
211795_s_at	AF198052.1	AF001863_g_at	IPB003134	IPR002965	2533	ENSG00000082074	Q9NZI9	Hs.58435	4503821		SH3	NM_001465						
211796_s_at	AF043179.1	211796_s_at		IPR003599	6957		TCB_HUMAN	Hs.303157				NG_001333						
211797_s_at	U62296.1	94968_at		IPR004822	4802	ENSG00000066136	Q9UML0	Hs.168157	11496978			NM_014223	d1jfia_					
211798_x_at	AB001733.1	211798_x_at		IPR003598	28831		Q9UL87	Hs.102950										
211799_x_at	U62824.1	aa217756_s_at	IPB000353	IPR003597	3107	ENSG00000166172	Q9TNR0	Hs.277477	19557677		MHC_I	NM_002117	d1qqda1					
211800_s_at	AF017306.1	l00681_s_at	IPB001394	IPR001394	7375	ENSG00000114316	UBP4_MOUSE	Hs.77500	2656141		UCH-1	NM_003363		2.4.2.29				
211801_x_at	AF329637.1	1368406_at	IPB001401		55669	ENSG00000171109	O09013	Hs.197877	16117785			NM_017927						
211802_x_at	AF227750.1	rc_AI136718_at	IPB001541	IPR001682	8913	ENSG00000006283	Q9WUT2	Hs.194746	20070163		ion_trans	NM_018896						
211803_at	AB012305.1	211803_at	IPB003605	IPR002290	1017	ENSG00000123374	P24941	Hs.19192	16936530		pkinase	NM_001798	d1jvpp_	3.1.13.4		Cdk2		
211804_s_at	AB012305.1	211804_s_at	IPB003605	IPR002290	1017	ENSG00000123374	Q9TXB2	Hs.19192	16936528		pkinase	NM_001798	d1jvpp_	3.1.13.4		Cdk2		
211805_s_at	AF108389.1	af004666_s_at	IPB001623	IPR004837	6546	ENSG00000170563	Q9WU29	Hs.129763	1082629		Calx-beta	NM_021097						
211806_s_at	D87291.1	99974_at	PR01320	IPR003270	3772		Q9JK34	Hs.17287	21361127		IRK	NM_170736						
211807_x_at	AF152521.1	211807_x_at	IPB002126	IPR002126	56101		Q9Y5G0	Hs.283790	11128031		cadherin	NM_032099						
211808_s_at	U85962.3	Msa.27384.0_s_at	IPB001359	IPR003439	1387	ENSG00000005339	Q92793	Hs.23598	4321116		KIX	NM_004380	d1kdxa_					
211809_x_at	M59217.1	M98049_s_at	IPB001073	IPR000087	1305	ENSG00000099288	Q9NQ52	Hs.211933	22027589		Collagen	NM_080813						
211810_s_at	D25284.1	d38557_s_at	PR00850	IPR001286	2581	ENSG00000054983	P54803	Hs.273	2135150		Glyco_hydro_59	NM_000153		3.2.1.46				
211811_s_at	AF152484.1	211811_s_at	IPB002126	IPR002126	56142	ENSG00000158650	Q9JIV4	Hs.247737	9256596		cadherin	NM_031849						
211812_s_at	AB050856.1	98961_at	IPB002659	IPR002659	8706	ENSG00000169255	Q920V1	Hs.267695	22384872		Galactosyl_T	NM_033169						
211813_x_at	AF138303.1	X53929_s_at	PR00019	IPR003592	1634	ENSG00000011465	P07585	Hs.433989	19743854		LRR	NM_133506	d1ds9a_					
211814_s_at	AF112857.1	rc_AI043662_at	IPB000553	IPR004367	9134	ENSG00000175305	Q8WUE3	Hs.30464	17318565		cyclin	NM_004702	d1vin_1					
211815_s_at	AF219138.1	211815_s_at	IPB001121	IPR004152	23163	ENSG00000125447	Q9UJY3	Hs.87726	14719400		Alpha_adaptinC2	NM_014001	d1juqa_					
211816_x_at	D87858.1	211816_x_at		IPR003600	2204	ENSG00000167633	Q9UEK0	Hs.193122	19743873		ig	NM_133280	d1efxd1					
211817_s_at	L47208.1	L35771_at	PR01320	IPR003277	3762	ENSG00000120457	IRK6_HUMAN	Hs.193044	1352484		IRK	NM_000890						
211818_s_at	U88712.1	211818_s_at	IPB001580	IPR002073	5143	ENSG00000105650	P78505	Hs.189	3688084		PDEase	NM_000923	d1f0ja_	3.1.4.17	MAP00230			
211819_s_at	AF136381.1	rc_AI007656_at	IPB003134	IPR003127	10580	ENSG00000095637	Q9UFT2	Hs.108924	6651089		SH3	NM_006434	d1gcqa_					
211820_x_at	U00179.1	211820_x_at	IPB001195	IPR001993	2993	ENSG00000170180	Q16336	Hs.108694	4504225		Glycophorin_A	NM_002099						
211821_x_at	U00178.1	211821_x_at	IPB001195	IPR001993	2993	ENSG00000170180	Q8WWP4	Hs.108694	4504225		Glycophorin_A	NM_002099						
211822_s_at	AF229061.1	rc_AI101159_at	PR00019	IPR004020	22861	ENSG00000091592	Q9HAV8	Hs.104305	14719835		LRR	NM_033007	d1a4ya_					
211823_s_at	D86862.1	211823_s_at	IPB001781	IPR001904	5829	ENSG00000089159	YP96_CAEEL	Hs.102497	1912055		LIM	NM_002859						
211824_x_at	AF229062.1	rc_AI101159_at	PR00019	IPR004020	22861	ENSG00000091592	Q9Y2E0	Hs.104305	14719833		LRR	NM_033004	d1a4ya_					
211825_s_at	AF327066.1	211825_s_at		IPR000418		ENSG00000100268	Q9BZD1	Hs.381599										
211826_s_at	L22179.1	211826_s_at					Q9Y6P1	Hs.355765										
211827_s_at	AF187964.1	rc_AI230211_s_at	PR01333	IPR005821	3752	ENSG00000171385	Q9Z0V0	Hs.184889	2815400		K_tetra	NM_172198	d1exbe_					
211828_s_at	AF172268.1	211828_s_at		IPR002290	23043	ENSG00000154310	Q9UKE5	Hs.170204										
211829_s_at	U58828.1	1369302_at	IPB000276	IPR002286	2852	ENSG00000164850	Q99527	Hs.113207	1906592		7tm_1	NM_001505						
211830_s_at	AF211189.1	1370641_s_at	PR01433	IPR000345	8911		Q9UH15	Hs.125116	21361077		ion_trans	NM_021096						
211831_s_at	U59495.1	211831_s_at	IPB003351	IPR003978	7066	ENSG00000090534	TPO_HUMAN	Hs.1166	4507493		EPO_TPO	NM_000460	d1eera_					
211832_s_at	AF201370.1	rc_AI010147_at	IPB003160	IPR003160	4193	ENSG00000174018	Q8NDV9	Hs.170027	6031178		MDM2	NM_006881	d1ycqa_					
211833_s_at	U19599.1	Msa.126.0_s_at	IPB003093	IPR002475	581	ENSG00000087088	Q07814	Hs.159428	20631973		Bcl-2	NM_138764	d1f16a_					
211834_s_at	AB042841.1	Y10258cds_at	IPB002117	IPR002117	8626	ENSG00000073282	Q9UBV9	Hs.137569	12024744		P53	NM_003722	d1dxsa_					
211835_at	AJ225093.1	211835_at					Q9UL85											
211836_s_at	U18800.1	u64572_s_at	PR00500	IPR003006	4340	ENSG00000137345	Q16653	Hs.141308			ig	NM_002433	d1eaja_					
211837_s_at	AF165312.1	u16958_s_at			171558	ENSG00000171611		Hs.169002	19923721			NM_138296						
211838_x_at	AF152483.1	211838_x_at	IPB002126	IPR002126	56143	ENSG00000158647	Q9Y5H7	Hs.167399	21707070		cadherin	NM_018908						
211839_s_at	U22386.1	211839_s_at			1435		Q14806	Hs.173894	18644893			NM_172211	d1hmca_					
211840_s_at	U50157.1	L27060_at	PR01217	IPR003607	5144		O43851	Hs.172081	2625100		PDEase	NM_006203	d1f0ja_	3.1.4.17	MAP00230			
211841_s_at	U94510.1	211841_s_at	IPB001886	IPR001368	8718		O14865	Hs.180338	1669691		TNFR_c6	NM_148973	d1e41a_					
211842_s_at	AF026132.1	1387829_at	IPB002360	IPR004837	9187	ENSG00000074621	O43485	Hs.173092	2811135		Na_Ca_Ex	NM_004727		2.4.1.34				
211843_x_at	AF315325.1	X63023_s_at	IPB001128	IPR002401	1551	ENSG00000160870	Q9HB56	Hs.172323	12082809		p450	NM_000765	d1jpza_	1.1.3.34	MAP00380		Q29496	
211844_s_at	AF022859.1	211844_s_at	IPB000859	IPR000998	8828		Q9H2E4	Hs.17778	11934948		CUB	NM_003872	d1d7pm_	3.4.24.18				
211845_at	AF110314.1	211845_at	IPB000920	IPR003599	5818	ENSG00000110400	Q8WXR2	Hs.334846	11602906		ig	NM_002855						
211846_s_at	AF110314.1	211846_s_at	IPB000920	IPR003599	5818	ENSG00000110400	Q8WXR2	Hs.334846	11602906		ig	NM_002855						
211848_s_at	AF006623.1	211848_s_at		IPR003599	1087	ENSG00000007306	Q14002	Hs.74466	2253374			NM_006890						
211849_s_at	AB009023.1	94416_at	IPB000387	IPR000387	8732	ENSG00000111880	Q9NU32	Hs.27345	4506563		mRNA_cap_C	NM_003800	d1ckma2	3.1.3.33				
211851_x_at	AF005068.1	102976_at	PR00493	IPR002378	672	ENSG00000012048	O15129	Hs.194143	6552319		BRCT	NM_007306	d1jnxx1					
211852_s_at	AF106861.1	rc_AI145884_at	IPB002494	IPR002049	8455		Q9NU01	Hs.194019	3676347		PSI	NM_139322	d1k3ia3					
211855_s_at	AF155810.1	211855_s_at	IPB001993	IPR002113	9016	ENSG00000102078	UCP5_MOUSE	Hs.194686			mito_carr	NM_022810						
211856_x_at	AF222341.1	1430688_s_at		IPR003600	940	ENSG00000116103	Q9BYV0	Hs.1987	13655493			NM_006139	d1i8lc_					
211858_x_at	AF088184.1	L10326_at	IPB000251	IPR001019	2778	ENSG00000087460	Q9Z1R7	Hs.374523	7706589		G-alpha	NM_000516	d1cipa1					
211861_x_at	AF222343.1	m34563_s_at		IPR003600	940	ENSG00000116103	Q9BYV0	Hs.1987	13655493			NM_006139	d1i8lc_					
211862_x_at	AF015451.1	u97076_s_at	PR00376	IPR001875	8837	ENSG00000003402	O43620	Hs.195175	12643547		DED	NM_003879	d1i4eb_					
211863_x_at	AF079408.1	y12650_s_at	IPB003006	IPR003600	3077	ENSG00000010704	Q9UK37	Hs.20019	21040355		MHC_I	NM_139009	d1de4a1					
211864_s_at	AF207990.1	rc_AI104300_at	IPB000008	IPR000008	26509	ENSG00000138119	Q9HBU3	Hs.234680	10834587		C2	NM_133337						
211865_s_at	AB013463.1	211865_s_at		IPR001680	51343	ENSG00000105325	Q9ULH8	Hs.268384										
